primary_mass period seperation pri_state sec_state case
10.232929922807541 15.848931924611142 0.0 15.0 13.0 13
10.232929922807541 19.952623149688797 0.0 15.0 12.0 13
10.232929922807541 25.11886431509581 0.0 15.0 12.0 13
10.232929922807541 31.622776601683793 0.0 15.0 11.0 13
10.232929922807541 39.810717055349734 0.0 15.0 11.0 13
10.232929922807541 50.11872336272725 0.0 15.0 11.0 13
10.232929922807541 63.09573444801933 0.0 15.0 11.0 13
10.232929922807541 79.43282347242817 0.0 15.0 11.0 13
10.232929922807541 100.0 0.0 15.0 11.0 13
10.232929922807541 125.89254117941675 0.0 15.0 11.0 13
10.232929922807541 158.48931924611142 0.0 15.0 11.0 13
10.232929922807541 199.52623149688807 0.9018 13.0 11.0 4
10.232929922807541 251.18864315095823 0.9018 13.0 11.0 4
10.232929922807541 316.22776601683796 0.9011 13.0 11.0 4
10.232929922807541 398.1071705534973 0.9005 13.0 11.0 4
10.232929922807541 501.18723362727246 7.348 13.0 11.0 4
10.232929922807541 630.9573444801937 11.0 13.0 11.0 4
10.232929922807541 794.3282347242822 16.79 13.0 11.0 4
10.232929922807541 1000.0 9.146 12.0 11.0 4
10.232929922807541 1258.9254117941675 23.48 12.0 11.0 4
10.232929922807541 1584.893192461114 48.63 13.0 12.0 4
10.232929922807541 1995.262314968881 11560.0 13.0 11.0 4
10.232929922807541 2511.886431509582 583500.0 13.0 11.0 4
10.232929922807541 3162.2776601683795 737100.0 13.0 11.0 4
10.232929922807541 3981.0717055349733 922600.0 13.0 11.0 4
10.232929922807541 5011.872336272725 1143000.0 13.0 11.0 4
10.232929922807541 6309.573444801937 1401000.0 13.0 11.0 4
10.232929922807541 7943.282347242822 1701000.0 13.0 11.0 4
10.232929922807541 10000.0 2050000.0 13.0 11.0 4
10.471285480508996 1.0 0.0 14.0 15.0 13
10.471285480508996 1.2589254117941673 0.0 14.0 15.0 13
10.471285480508996 1.5848931924611136 0.0 14.0 15.0 13
10.471285480508996 1.9952623149688797 0.0 13.0 15.0 13
10.471285480508996 2.51188643150958 0.0 15.0 13.0 13
10.471285480508996 3.1622776601683795 0.0 15.0 13.0 13
10.471285480508996 3.981071705534973 0.0 11.0 13.0 11
10.471285480508996 5.011872336272724 0.0 15.0 13.0 13
10.471285480508996 6.309573444801933 1.108 13.0 11.0 4
10.471285480508996 7.943282347242816 0.0 15.0 13.0 13
10.471285480508996 10.0 0.0 15.0 12.0 13
10.471285480508996 12.589254117941675 0.0 15.0 13.0 13
10.471285480508996 15.848931924611142 0.0 15.0 12.0 13
10.471285480508996 19.952623149688797 0.0 15.0 13.0 13
10.471285480508996 25.11886431509581 0.0 15.0 13.0 13
10.471285480508996 31.622776601683793 0.0 15.0 13.0 13
10.471285480508996 39.810717055349734 0.0 15.0 13.0 13
10.471285480508996 50.11872336272725 0.0 15.0 13.0 13
10.471285480508996 63.09573444801933 0.0 15.0 13.0 13
10.471285480508996 79.43282347242817 0.0 15.0 13.0 13
10.471285480508996 100.0 0.0 15.0 13.0 13
10.471285480508996 125.89254117941675 0.0 15.0 13.0 13
10.471285480508996 158.48931924611142 0.0 13.0 15.0 13
10.471285480508996 199.52623149688807 0.0 13.0 15.0 13
10.471285480508996 251.18864315095823 0.0 13.0 15.0 13
10.471285480508996 316.22776601683796 0.0 13.0 15.0 13
10.471285480508996 398.1071705534973 0.0 13.0 15.0 13
10.471285480508996 501.18723362727246 0.0 15.0 13.0 13
10.471285480508996 630.9573444801937 0.9044 13.0 11.0 4
10.471285480508996 794.3282347242822 0.9035 13.0 11.0 4
10.471285480508996 1000.0 0.9036 13.0 11.0 4
10.471285480508996 1258.9254117941675 0.8998 13.0 11.0 4
10.471285480508996 1584.893192461114 66.2 13.0 12.0 4
10.471285480508996 1995.262314968881 10870.0 13.0 12.0 4
10.471285480508996 2511.886431509582 476800.0 13.0 12.0 4
10.471285480508996 3162.2776601683795 601800.0 13.0 12.0 4
10.471285480508996 3981.0717055349733 752800.0 13.0 12.0 4
10.471285480508996 5011.872336272725 931600.0 13.0 12.0 4
10.471285480508996 6309.573444801937 1141000.0 13.0 12.0 4
10.471285480508996 7943.282347242822 1385000.0 13.0 12.0 4
10.471285480508996 10000.0 1668000.0 13.0 12.0 4
10.715193052376065 1.0 0.0 14.0 15.0 13
10.715193052376065 1.2589254117941673 0.0 14.0 15.0 13
10.715193052376065 1.5848931924611136 0.0 14.0 15.0 13
10.715193052376065 1.9952623149688797 0.0 13.0 15.0 13
10.715193052376065 2.51188643150958 0.0 15.0 13.0 13
10.715193052376065 3.1622776601683795 0.0 15.0 13.0 13
10.715193052376065 3.981071705534973 0.0 11.0 13.0 11
10.715193052376065 5.011872336272724 0.0 15.0 13.0 13
10.715193052376065 6.309573444801933 0.0 13.0 15.0 13
10.715193052376065 7.943282347242816 0.0 15.0 13.0 13
10.715193052376065 10.0 0.0 15.0 13.0 13
10.715193052376065 12.589254117941675 0.0 15.0 13.0 13
10.715193052376065 15.848931924611142 0.0 15.0 13.0 13
10.715193052376065 19.952623149688797 0.0 15.0 13.0 13
10.715193052376065 25.11886431509581 0.0 15.0 13.0 13
10.715193052376065 31.622776601683793 0.0 15.0 13.0 13
10.715193052376065 39.810717055349734 0.0 15.0 13.0 13
10.715193052376065 50.11872336272725 0.0 15.0 13.0 13
10.715193052376065 63.09573444801933 0.0 15.0 13.0 13
10.715193052376065 79.43282347242817 0.0 15.0 13.0 13
10.715193052376065 100.0 0.0 15.0 13.0 13
10.715193052376065 125.89254117941675 0.0 13.0 15.0 13
10.715193052376065 158.48931924611142 0.0 13.0 15.0 13
10.715193052376065 199.52623149688807 0.0 13.0 15.0 13
10.715193052376065 251.18864315095823 0.0 13.0 15.0 13
10.715193052376065 316.22776601683796 0.0 13.0 15.0 13
10.715193052376065 398.1071705534973 0.0 13.0 15.0 13
10.715193052376065 501.18723362727246 0.0 15.0 13.0 13
10.715193052376065 630.9573444801937 0.903 13.0 11.0 4
10.715193052376065 794.3282347242822 0.9041 13.0 11.0 4
10.715193052376065 1000.0 0.904 13.0 11.0 4
10.715193052376065 1258.9254117941675 0.3385 13.0 11.0 4
10.715193052376065 1584.893192461114 46.49 13.0 12.0 4
10.715193052376065 1995.262314968881 10310.0 13.0 12.0 4
10.715193052376065 2511.886431509582 395200.0 13.0 12.0 4
10.715193052376065 3162.2776601683795 498900.0 13.0 12.0 4
10.715193052376065 3981.0717055349733 623500.0 13.0 12.0 4
10.715193052376065 5011.872336272725 771400.0 13.0 12.0 4
10.715193052376065 6309.573444801937 945200.0 13.0 12.0 4
10.715193052376065 7943.282347242822 1147000.0 13.0 12.0 4
10.715193052376065 10000.0 1380000.0 13.0 12.0 4
10.964781961431852 1.0 0.0 14.0 15.0 13
10.964781961431852 1.2589254117941673 0.0 14.0 15.0 13
10.964781961431852 1.5848931924611136 0.0 14.0 15.0 13
10.964781961431852 1.9952623149688797 0.0 13.0 15.0 13
10.964781961431852 2.51188643150958 0.0 15.0 13.0 13
10.964781961431852 3.1622776601683795 0.0 15.0 13.0 13
10.964781961431852 3.981071705534973 0.0 11.0 13.0 11
10.964781961431852 5.011872336272724 0.0 13.0 15.0 13
10.964781961431852 6.309573444801933 0.0 13.0 15.0 13
10.964781961431852 7.943282347242816 0.0 15.0 13.0 13
10.964781961431852 10.0 0.0 15.0 13.0 13
10.964781961431852 12.589254117941675 0.0 15.0 13.0 13
10.964781961431852 15.848931924611142 0.0 15.0 13.0 13
10.964781961431852 19.952623149688797 0.0 15.0 13.0 13
10.964781961431852 25.11886431509581 0.0 15.0 13.0 13
10.964781961431852 31.622776601683793 1.14 13.0 11.0 4
10.964781961431852 39.810717055349734 1.106 13.0 11.0 4
10.964781961431852 50.11872336272725 1.077 13.0 11.0 4
10.964781961431852 63.09573444801933 1.059 13.0 11.0 4
10.964781961431852 79.43282347242817 1.022 13.0 11.0 4
10.964781961431852 100.0 1.014 13.0 11.0 4
10.964781961431852 125.89254117941675 1.001 13.0 11.0 4
10.964781961431852 158.48931924611142 0.0 15.0 13.0 13
10.964781961431852 199.52623149688807 0.0 15.0 13.0 13
10.964781961431852 251.18864315095823 0.0 15.0 13.0 13
10.964781961431852 316.22776601683796 0.0 15.0 13.0 13
10.964781961431852 398.1071705534973 0.0 15.0 13.0 13
10.964781961431852 501.18723362727246 0.9344 13.0 11.0 4
10.964781961431852 630.9573444801937 0.9336 13.0 11.0 4
10.964781961431852 794.3282347242822 0.9305 13.0 11.0 4
10.964781961431852 1000.0 0.9208 13.0 11.0 4
10.964781961431852 1258.9254117941675 0.7419 13.0 11.0 4
10.964781961431852 1584.893192461114 18.25 13.0 12.0 4
10.964781961431852 1995.262314968881 9797.0 13.0 12.0 4
10.964781961431852 2511.886431509582 328300.0 13.0 12.0 4
10.964781961431852 3162.2776601683795 414900.0 13.0 12.0 4
10.964781961431852 3981.0717055349733 518600.0 13.0 12.0 4
10.964781961431852 5011.872336272725 641800.0 13.0 12.0 4
10.964781961431852 6309.573444801937 785500.0 13.0 12.0 4
10.964781961431852 7943.282347242822 952400.0 13.0 12.0 4
10.964781961431852 10000.0 1147000.0 13.0 12.0 4
11.220184543019636 1.0 0.0 14.0 15.0 13
11.220184543019636 1.2589254117941673 0.0 14.0 15.0 13
11.220184543019636 1.5848931924611136 0.0 13.0 15.0 13
11.220184543019636 1.9952623149688797 0.0 13.0 15.0 13
11.220184543019636 2.51188643150958 0.0 15.0 13.0 13
11.220184543019636 3.1622776601683795 0.0 15.0 13.0 13
11.220184543019636 3.981071705534973 0.0 11.0 13.0 11
11.220184543019636 5.011872336272724 0.0 13.0 15.0 13
11.220184543019636 6.309573444801933 0.0 13.0 15.0 13
11.220184543019636 7.943282347242816 0.0 15.0 13.0 13
11.220184543019636 10.0 0.0 15.0 13.0 13
11.220184543019636 12.589254117941675 0.0 15.0 13.0 13
11.220184543019636 15.848931924611142 0.0 15.0 13.0 13
11.220184543019636 19.952623149688797 1.198 13.0 11.0 4
11.220184543019636 25.11886431509581 1.125 13.0 11.0 4
11.220184543019636 31.622776601683793 1.102 13.0 11.0 4
11.220184543019636 39.810717055349734 1.047 13.0 11.0 4
11.220184543019636 50.11872336272725 1.014 13.0 11.0 4
11.220184543019636 63.09573444801933 0.0 15.0 13.0 13
11.220184543019636 79.43282347242817 0.0 15.0 13.0 13
11.220184543019636 100.0 0.0 15.0 13.0 13
11.220184543019636 125.89254117941675 0.0 15.0 13.0 13
11.220184543019636 158.48931924611142 0.0 15.0 13.0 13
11.220184543019636 199.52623149688807 0.0 15.0 13.0 13
11.220184543019636 251.18864315095823 0.0 15.0 13.0 13
11.220184543019636 316.22776601683796 0.9318 13.0 11.0 4
11.220184543019636 398.1071705534973 0.9336 13.0 11.0 4
11.220184543019636 501.18723362727246 0.9324 13.0 11.0 4
11.220184543019636 630.9573444801937 0.9333 13.0 11.0 4
11.220184543019636 794.3282347242822 0.9302 13.0 11.0 4
11.220184543019636 1000.0 0.9191 13.0 11.0 4
11.220184543019636 1258.9254117941675 0.8077 13.0 11.0 4
11.220184543019636 1584.893192461114 5.157 13.0 11.0 4
11.220184543019636 1995.262314968881 9431.0 13.0 12.0 4
11.220184543019636 2511.886431509582 270400.0 13.0 12.0 4
11.220184543019636 3162.2776601683795 341100.0 13.0 12.0 4
11.220184543019636 3981.0717055349733 425800.0 13.0 12.0 4
11.220184543019636 5011.872336272725 526600.0 13.0 12.0 4
11.220184543019636 6309.573444801937 643900.0 13.0 12.0 4
11.220184543019636 7943.282347242822 780300.0 13.0 12.0 4
11.220184543019636 10000.0 938500.0 13.0 12.0 4
11.481536214968829 1.0 0.0 14.0 15.0 13
11.481536214968829 1.2589254117941673 0.0 14.0 15.0 13
11.481536214968829 1.5848931924611136 0.0 13.0 15.0 13
11.481536214968829 1.9952623149688797 0.0 13.0 15.0 13
11.481536214968829 2.51188643150958 0.0 15.0 13.0 13
11.481536214968829 3.1622776601683795 0.0 15.0 13.0 13
11.481536214968829 3.981071705534973 0.0 11.0 13.0 11
11.481536214968829 5.011872336272724 0.0 13.0 15.0 13
11.481536214968829 6.309573444801933 0.0 13.0 15.0 13
11.481536214968829 7.943282347242816 0.0 15.0 13.0 13
11.481536214968829 10.0 0.0 15.0 13.0 13
11.481536214968829 12.589254117941675 0.0 15.0 13.0 13
11.481536214968829 15.848931924611142 0.0 15.0 13.0 13
11.481536214968829 19.952623149688797 1.169 13.0 11.0 4
11.481536214968829 25.11886431509581 1.108 13.0 11.0 4
11.481536214968829 31.622776601683793 1.048 13.0 11.0 4
11.481536214968829 39.810717055349734 0.0 15.0 13.0 13
11.481536214968829 50.11872336272725 0.0 15.0 13.0 13
11.481536214968829 63.09573444801933 0.0 15.0 13.0 13
11.481536214968829 79.43282347242817 0.0 15.0 13.0 13
11.481536214968829 100.0 0.0 15.0 13.0 13
11.481536214968829 125.89254117941675 0.0 15.0 13.0 13
11.481536214968829 158.48931924611142 0.0 15.0 13.0 13
11.481536214968829 199.52623149688807 0.9334 13.0 11.0 4
11.481536214968829 251.18864315095823 0.9324 13.0 11.0 4
11.481536214968829 316.22776601683796 0.9336 13.0 11.0 4
11.481536214968829 398.1071705534973 0.934 13.0 11.0 4
11.481536214968829 501.18723362727246 0.9341 13.0 11.0 4
11.481536214968829 630.9573444801937 0.9316 13.0 11.0 4
11.481536214968829 794.3282347242822 0.9309 13.0 11.0 4
11.481536214968829 1000.0 0.9248 13.0 11.0 4
11.481536214968829 1258.9254117941675 0.8437 13.0 11.0 4
11.481536214968829 1584.893192461114 4.765 13.0 11.0 4
11.481536214968829 1995.262314968881 3393.0 13.0 13.0 3
11.481536214968829 2511.886431509582 0.0 13.0 13.0 10
11.481536214968829 3162.2776601683795 287200.0 13.0 12.0 4
11.481536214968829 3981.0717055349733 358300.0 13.0 12.0 4
11.481536214968829 5011.872336272725 442800.0 13.0 12.0 4
11.481536214968829 6309.573444801937 541700.0 13.0 12.0 4
11.481536214968829 7943.282347242822 656100.0 13.0 12.0 4
11.481536214968829 10000.0 789000.0 13.0 12.0 4
11.748975549395297 1.0 0.0 14.0 15.0 13
11.748975549395297 1.2589254117941673 0.0 14.0 15.0 13
11.748975549395297 1.5848931924611136 0.0 13.0 15.0 13
11.748975549395297 1.9952623149688797 0.0 13.0 15.0 13
11.748975549395297 2.51188643150958 0.0 15.0 13.0 13
11.748975549395297 3.1622776601683795 0.0 15.0 13.0 13
11.748975549395297 3.981071705534973 0.0 11.0 13.0 11
11.748975549395297 5.011872336272724 0.0 13.0 15.0 13
11.748975549395297 6.309573444801933 0.0 13.0 15.0 13
11.748975549395297 7.943282347242816 0.0 15.0 13.0 13
11.748975549395297 10.0 0.0 15.0 13.0 13
11.748975549395297 12.589254117941675 0.0 15.0 13.0 13
11.748975549395297 15.848931924611142 0.0 15.0 13.0 13
11.748975549395297 19.952623149688797 1.133 13.0 11.0 4
11.748975549395297 25.11886431509581 1.078 13.0 11.0 4
11.748975549395297 31.622776601683793 0.0 15.0 13.0 13
11.748975549395297 39.810717055349734 0.0 15.0 13.0 13
11.748975549395297 50.11872336272725 0.0 15.0 13.0 13
11.748975549395297 63.09573444801933 0.0 15.0 13.0 13
11.748975549395297 79.43282347242817 0.0 15.0 13.0 13
11.748975549395297 100.0 0.0 15.0 13.0 13
11.748975549395297 125.89254117941675 0.9329 13.0 11.0 4
11.748975549395297 158.48931924611142 0.9343 13.0 11.0 4
11.748975549395297 199.52623149688807 0.932 13.0 11.0 4
11.748975549395297 251.18864315095823 0.9315 13.0 11.0 4
11.748975549395297 316.22776601683796 0.9329 13.0 11.0 4
11.748975549395297 398.1071705534973 0.9329 13.0 11.0 4
11.748975549395297 501.18723362727246 0.9338 13.0 11.0 4
11.748975549395297 630.9573444801937 0.933 13.0 11.0 4
11.748975549395297 794.3282347242822 0.932 13.0 11.0 4
11.748975549395297 1000.0 0.9284 13.0 11.0 4
11.748975549395297 1258.9254117941675 0.8334 13.0 11.0 4
11.748975549395297 1584.893192461114 4.505 13.0 11.0 4
11.748975549395297 1995.262314968881 0.0 13.0 13.0 10
11.748975549395297 2511.886431509582 104600.0 13.0 13.0 3
11.748975549395297 3162.2776601683795 0.0 13.0 13.0 10
11.748975549395297 3981.0717055349733 0.0 13.0 13.0 10
11.748975549395297 5011.872336272725 0.0 13.0 13.0 10
11.748975549395297 6309.573444801937 0.0 13.0 13.0 10
11.748975549395297 7943.282347242822 0.0 13.0 13.0 10
11.748975549395297 10000.0 0.0 13.0 13.0 10
12.02264434617413 1.0 0.0 14.0 15.0 13
12.02264434617413 1.2589254117941673 0.0 14.0 15.0 13
12.02264434617413 1.5848931924611136 0.0 13.0 15.0 13
12.02264434617413 1.9952623149688797 0.0 13.0 15.0 13
12.02264434617413 2.51188643150958 0.0 15.0 13.0 13
12.02264434617413 3.1622776601683795 0.0 15.0 13.0 13
12.02264434617413 3.981071705534973 0.0 11.0 13.0 11
12.02264434617413 5.011872336272724 0.0 13.0 15.0 13
12.02264434617413 6.309573444801933 0.0 13.0 15.0 13
12.02264434617413 7.943282347242816 0.0 15.0 13.0 13
12.02264434617413 10.0 0.0 15.0 13.0 13
12.02264434617413 12.589254117941675 0.0 15.0 13.0 13
12.02264434617413 15.848931924611142 0.0 15.0 13.0 13
12.02264434617413 19.952623149688797 1.125 13.0 11.0 4
12.02264434617413 25.11886431509581 1.049 13.0 11.0 4
12.02264434617413 31.622776601683793 0.0 15.0 13.0 13
12.02264434617413 39.810717055349734 0.0 15.0 13.0 13
12.02264434617413 50.11872336272725 0.0 15.0 13.0 13
12.02264434617413 63.09573444801933 0.0 15.0 13.0 13
12.02264434617413 79.43282347242817 0.0 15.0 13.0 13
12.02264434617413 100.0 0.0 15.0 13.0 13
12.02264434617413 125.89254117941675 0.0 15.0 13.0 13
12.02264434617413 158.48931924611142 0.9346 13.0 11.0 4
12.02264434617413 199.52623149688807 0.9324 13.0 11.0 4
12.02264434617413 251.18864315095823 0.933 13.0 11.0 4
12.02264434617413 316.22776601683796 0.9336 13.0 11.0 4
12.02264434617413 398.1071705534973 0.9343 13.0 11.0 4
12.02264434617413 501.18723362727246 0.9343 13.0 11.0 4
12.02264434617413 630.9573444801937 0.9337 13.0 11.0 4
12.02264434617413 794.3282347242822 0.9325 13.0 11.0 4
12.02264434617413 1000.0 0.9289 13.0 11.0 4
12.02264434617413 1258.9254117941675 0.8396 13.0 11.0 4
12.02264434617413 1584.893192461114 4.274 13.0 11.0 4
12.02264434617413 1995.262314968881 0.0 13.0 13.0 10
12.02264434617413 2511.886431509582 0.0 13.0 13.0 10
12.02264434617413 3162.2776601683795 139400.0 13.0 13.0 3
12.02264434617413 3981.0717055349733 164700.0 13.0 13.0 3
12.02264434617413 5011.872336272725 194300.0 13.0 13.0 3
12.02264434617413 6309.573444801937 229500.0 13.0 13.0 3
12.02264434617413 7943.282347242822 270700.0 13.0 13.0 3
12.02264434617413 10000.0 318100.0 13.0 13.0 3
12.302687708123818 1.0 0.0 14.0 15.0 13
12.302687708123818 1.2589254117941673 0.0 14.0 15.0 13
12.302687708123818 1.5848931924611136 0.0 13.0 15.0 13
12.302687708123818 1.9952623149688797 0.0 13.0 15.0 13
12.302687708123818 2.51188643150958 0.0 15.0 13.0 13
12.302687708123818 3.1622776601683795 0.0 11.0 13.0 11
12.302687708123818 3.981071705534973 0.0 11.0 13.0 11
12.302687708123818 5.011872336272724 0.0 13.0 15.0 13
12.302687708123818 6.309573444801933 0.0 13.0 15.0 13
12.302687708123818 7.943282347242816 0.0 15.0 13.0 13
12.302687708123818 10.0 0.0 15.0 13.0 13
12.302687708123818 12.589254117941675 0.0 15.0 13.0 13
12.302687708123818 15.848931924611142 0.0 15.0 13.0 13
12.302687708123818 19.952623149688797 1.1 13.0 11.0 4
12.302687708123818 25.11886431509581 0.0 15.0 13.0 13
12.302687708123818 31.622776601683793 0.0 15.0 13.0 13
12.302687708123818 39.810717055349734 0.0 15.0 13.0 13
12.302687708123818 50.11872336272725 0.0 15.0 13.0 13
12.302687708123818 63.09573444801933 0.0 15.0 13.0 13
12.302687708123818 79.43282347242817 0.0 15.0 13.0 13
12.302687708123818 100.0 0.934 13.0 11.0 4
12.302687708123818 125.89254117941675 0.9321 13.0 11.0 4
12.302687708123818 158.48931924611142 0.9326 13.0 11.0 4
12.302687708123818 199.52623149688807 0.932 13.0 11.0 4
12.302687708123818 251.18864315095823 0.9328 13.0 11.0 4
12.302687708123818 316.22776601683796 0.9335 13.0 11.0 4
12.302687708123818 398.1071705534973 0.9338 13.0 11.0 4
12.302687708123818 501.18723362727246 0.9319 13.0 11.0 4
12.302687708123818 630.9573444801937 0.9335 13.0 11.0 4
12.302687708123818 794.3282347242822 0.9325 13.0 11.0 4
12.302687708123818 1000.0 0.9303 13.0 11.0 4
12.302687708123818 1258.9254117941675 0.8674 13.0 11.0 4
12.302687708123818 1584.893192461114 4.043 13.0 11.0 4
12.302687708123818 1995.262314968881 0.0 13.0 13.0 10
12.302687708123818 2511.886431509582 0.0 13.0 13.0 10
12.302687708123818 3162.2776601683795 166300.0 13.0 13.0 3
12.302687708123818 3981.0717055349733 190900.0 13.0 13.0 3
12.302687708123818 5011.872336272725 220800.0 13.0 13.0 3
12.302687708123818 6309.573444801937 256400.0 13.0 13.0 3
12.302687708123818 7943.282347242822 298100.0 13.0 13.0 3
12.302687708123818 10000.0 346300.0 13.0 13.0 3
12.589254117941675 1.0 0.0 14.0 15.0 13
12.589254117941675 1.2589254117941673 0.0 14.0 15.0 13
12.589254117941675 1.5848931924611136 0.0 13.0 15.0 13
12.589254117941675 1.9952623149688797 0.0 13.0 15.0 13
12.589254117941675 2.51188643150958 0.0 15.0 13.0 13
12.589254117941675 3.1622776601683795 0.0 11.0 13.0 11
12.589254117941675 3.981071705534973 0.0 11.0 13.0 11
12.589254117941675 5.011872336272724 0.0 13.0 15.0 13
12.589254117941675 6.309573444801933 0.0 13.0 15.0 13
12.589254117941675 7.943282347242816 0.0 15.0 13.0 13
12.589254117941675 10.0 0.0 15.0 13.0 13
12.589254117941675 12.589254117941675 0.0 15.0 13.0 13
12.589254117941675 15.848931924611142 1.148 13.0 11.0 4
12.589254117941675 19.952623149688797 1.073 13.0 11.0 4
12.589254117941675 25.11886431509581 0.0 15.0 13.0 13
12.589254117941675 31.622776601683793 0.0 15.0 13.0 13
12.589254117941675 39.810717055349734 0.0 15.0 13.0 13
12.589254117941675 50.11872336272725 0.0 15.0 13.0 13
12.589254117941675 63.09573444801933 0.0 15.0 13.0 13
12.589254117941675 79.43282347242817 0.9339 13.0 11.0 4
12.589254117941675 100.0 0.9339 13.0 11.0 4
12.589254117941675 125.89254117941675 0.933 13.0 11.0 4
12.589254117941675 158.48931924611142 0.9338 13.0 11.0 4
12.589254117941675 199.52623149688807 0.9326 13.0 11.0 4
12.589254117941675 251.18864315095823 0.9342 13.0 11.0 4
12.589254117941675 316.22776601683796 0.9316 13.0 11.0 4
12.589254117941675 398.1071705534973 0.933 13.0 11.0 4
12.589254117941675 501.18723362727246 0.9333 13.0 11.0 4
12.589254117941675 630.9573444801937 0.9333 13.0 11.0 4
12.589254117941675 794.3282347242822 0.9338 13.0 11.0 4
12.589254117941675 1000.0 0.928 13.0 11.0 4
12.589254117941675 1258.9254117941675 0.8626 13.0 11.0 4
12.589254117941675 1584.893192461114 3.95 13.0 11.0 4
12.589254117941675 1995.262314968881 0.0 13.0 13.0 10
12.589254117941675 2511.886431509582 0.0 13.0 13.0 10
12.589254117941675 3162.2776601683795 217800.0 13.0 13.0 3
12.589254117941675 3981.0717055349733 248100.0 13.0 13.0 3
12.589254117941675 5011.872336272725 283200.0 13.0 13.0 3
12.589254117941675 6309.573444801937 323900.0 13.0 13.0 3
12.589254117941675 7943.282347242822 368700.0 13.0 13.0 3
12.589254117941675 10000.0 421400.0 13.0 13.0 3
12.882495516931343 1.0 0.0 14.0 15.0 13
12.882495516931343 1.2589254117941673 0.0 14.0 15.0 13
12.882495516931343 1.5848931924611136 0.0 13.0 15.0 13
12.882495516931343 1.9952623149688797 0.0 13.0 15.0 13
12.882495516931343 2.51188643150958 0.0 15.0 13.0 13
12.882495516931343 3.1622776601683795 0.0 11.0 13.0 11
12.882495516931343 3.981071705534973 0.0 11.0 13.0 11
12.882495516931343 5.011872336272724 0.0 13.0 15.0 13
12.882495516931343 6.309573444801933 0.0 13.0 15.0 13
12.882495516931343 7.943282347242816 0.0 15.0 13.0 13
12.882495516931343 10.0 0.0 15.0 13.0 13
12.882495516931343 12.589254117941675 0.0 15.0 13.0 13
12.882495516931343 15.848931924611142 1.139 13.0 11.0 4
12.882495516931343 19.952623149688797 1.074 13.0 11.0 4
12.882495516931343 25.11886431509581 0.0 15.0 13.0 13
12.882495516931343 31.622776601683793 0.0 15.0 13.0 13
12.882495516931343 39.810717055349734 0.0 15.0 13.0 13
12.882495516931343 50.11872336272725 0.0 15.0 13.0 13
