primary_mass period seperation pri_state sec_state case
15.135612484362088 1.0 0.0 14.0 15.0 13
15.135612484362088 1.2589254117941673 0.0 14.0 15.0 13
15.135612484362088 1.5848931924611136 0.0 15.0 13.0 13
15.135612484362088 1.99526231496888 0.0 11.0 13.0 11
15.135612484362088 2.51188643150958 0.0 11.0 13.0 11
15.135612484362088 3.1622776601683795 0.0 11.0 13.0 11
15.135612484362088 3.981071705534973 0.0 15.0 13.0 13
15.135612484362088 5.011872336272724 0.0 15.0 13.0 13
15.135612484362088 6.309573444801933 0.0 15.0 13.0 13
15.135612484362088 7.943282347242816 0.0 13.0 15.0 13
15.135612484362088 10.0 0.0 13.0 15.0 13
15.135612484362088 12.589254117941676 0.0 13.0 15.0 13
15.135612484362088 15.848931924611142 0.0 13.0 13.0 10
15.135612484362088 19.9526231496888 0.0 13.0 13.0 10
15.135612484362088 25.11886431509581 0.0 13.0 13.0 10
15.135612484362088 31.622776601683796 0.0 13.0 13.0 10
15.135612484362088 39.81071705534973 0.0 13.0 13.0 10
15.135612484362088 50.11872336272725 0.0 13.0 13.0 10
15.135612484362088 63.09573444801933 0.0 13.0 13.0 10
15.135612484362088 79.43282347242817 0.0 13.0 13.0 10
15.135612484362088 100.0 0.0 13.0 13.0 10
15.135612484362088 125.89254117941675 0.0 13.0 13.0 10
15.135612484362088 158.48931924611142 0.0 13.0 13.0 10
15.135612484362088 199.52623149688807 0.0 13.0 13.0 10
15.135612484362088 251.18864315095823 0.0 13.0 13.0 10
15.135612484362088 316.227766016838 0.0 13.0 13.0 10
15.135612484362088 398.1071705534973 0.0 13.0 13.0 10
15.135612484362088 501.18723362727246 0.0 13.0 13.0 10
15.135612484362088 630.9573444801937 0.0 13.0 13.0 10
15.135612484362088 794.3282347242822 0.0 13.0 13.0 10
15.135612484362088 1000.0 0.0 13.0 13.0 10
15.135612484362088 1258.9254117941675 0.0 13.0 13.0 10
15.135612484362088 1584.893192461114 384500.0 13.0 13.0 3
15.135612484362088 1995.262314968881 467700.0 13.0 13.0 3
15.135612484362088 2511.886431509582 637100.0 13.0 13.0 3
15.135612484362088 3162.2776601683795 842500.0 13.0 13.0 3
15.135612484362088 3981.071705534973 0.0 13.0 13.0 10
15.135612484362088 5011.872336272725 0.0 13.0 13.0 10
15.135612484362088 6309.573444801937 0.0 13.0 13.0 10
15.135612484362088 7943.282347242822 0.0 13.0 13.0 10
15.135612484362088 10000.0 0.0 13.0 13.0 10
15.48816618912482 1.2589254117941673 0.0 14.0 15.0 13
15.48816618912482 1.5848931924611136 0.0 15.0 13.0 13
15.48816618912482 1.99526231496888 0.0 11.0 13.0 11
15.48816618912482 2.51188643150958 0.0 11.0 13.0 11
15.48816618912482 3.1622776601683795 0.0 11.0 13.0 11
15.48816618912482 3.981071705534973 0.0 15.0 13.0 13
15.48816618912482 5.011872336272724 0.0 15.0 13.0 13
15.48816618912482 6.309573444801933 0.0 15.0 13.0 13
15.48816618912482 7.943282347242816 0.0 13.0 15.0 13
15.48816618912482 10.0 0.0 13.0 15.0 13
15.48816618912482 12.589254117941676 0.0 13.0 15.0 13
15.48816618912482 15.848931924611142 0.0 13.0 13.0 10
15.48816618912482 19.9526231496888 0.0 13.0 13.0 10
