primary_mass sec_mass period num_of_lines time_max time_3rd_last time_4th_last sep_at_maxtime ecc_at_maxtime has_nan
39.81071705534978 23.886430233209865 1.0 2624 13700.0 13693.7939 13683.7939 0.0 -1.0 False
39.81071705534978 23.886430233209865 1.2589254117941673 2931 13700.0 13694.6201 13684.6201 0.0 -1.0 False
39.81071705534978 23.886430233209865 1.5848931924611136 69 0.2998 0.2996 0.295 22.56 0.0 True
39.81071705534978 23.886430233209865 1.9952623149688797 69 0.2998 0.2996 0.295 26.62 0.0 True
39.81071705534978 23.886430233209865 2.51188643150958 69 0.2998 0.2996 0.295 31.29 0.0 True
39.81071705534978 23.886430233209865 3.1622776601683795 69 0.2998 0.2996 0.295 36.61 0.0 True
39.81071705534978 23.886430233209865 3.981071705534973 69 0.2998 0.2996 0.295 42.6 0.0 True
39.81071705534978 23.886430233209865 5.011872336272724 69 0.2998 0.2996 0.295 49.48 0.0 True
39.81071705534978 23.886430233209865 6.309573444801933 69 0.2998 0.2996 0.295 57.58 0.0 True
39.81071705534978 23.886430233209865 7.943282347242816 69 0.2998 0.2996 0.295 67.11 0.0 True
39.81071705534978 23.886430233209865 10.0 69 0.2998 0.2996 0.295 78.25 0.0 True
39.81071705534978 23.886430233209865 12.589254117941675 69 0.2998 0.2996 0.295 91.26 0.0 True
39.81071705534978 23.886430233209865 15.848931924611142 69 0.2998 0.2996 0.295 106.4 0.0 True
39.81071705534978 23.886430233209865 19.952623149688797 69 0.2998 0.2996 0.295 124.1 0.0 True
39.81071705534978 23.886430233209865 25.11886431509581 69 0.2998 0.2996 0.295 144.7 0.0 True
39.81071705534978 23.886430233209865 31.622776601683793 69 0.2998 0.2996 0.295 168.7 0.0 True
39.81071705534978 23.886430233209865 39.810717055349734 69 0.2998 0.2996 0.295 196.8 0.0 True
39.81071705534978 23.886430233209865 50.11872336272725 69 0.2998 0.2996 0.295 229.4 0.0 True
39.81071705534978 23.886430233209865 63.09573444801933 69 0.2998 0.2996 0.295 267.5 0.0 True
39.81071705534978 23.886430233209865 79.43282347242817 69 0.2998 0.2996 0.295 311.9 0.0 True
39.81071705534978 23.886430233209865 100.0 69 0.2998 0.2996 0.295 363.7 0.0 True
39.81071705534978 23.886430233209865 125.89254117941675 69 0.2998 0.2996 0.295 424.0 0.0 True
39.81071705534978 23.886430233209865 158.48931924611142 69 0.2998 0.2996 0.295 494.4 0.0 True
39.81071705534978 23.886430233209865 199.52623149688807 69 0.2998 0.2996 0.295 576.4 0.0 True
39.81071705534978 23.886430233209865 251.18864315095823 69 0.2998 0.2996 0.295 672.1 0.0 True
39.81071705534978 23.886430233209865 316.22776601683796 69 0.2998 0.2996 0.295 783.6 0.0 True
39.81071705534978 23.886430233209865 398.1071705534973 69 0.2998 0.2996 0.295 913.6 0.0 True
39.81071705534978 23.886430233209865 501.18723362727246 69 0.2998 0.2996 0.295 1065.0 0.0 True
39.81071705534978 23.886430233209865 630.9573444801937 69 0.2998 0.2996 0.295 1242.0 0.0 True
39.81071705534978 23.886430233209865 794.3282347242822 69 0.2998 0.2996 0.295 1448.0 0.0 True
39.81071705534978 23.886430233209865 1000.0 69 0.2998 0.2996 0.295 1688.0 0.0 True
39.81071705534978 23.886430233209865 1258.9254117941675 69 0.2998 0.2996 0.295 1968.0 0.0 True
39.81071705534978 23.886430233209865 1584.893192461114 69 0.2998 0.2996 0.295 2295.0 0.0 True
39.81071705534978 23.886430233209865 1995.262314968881 69 0.2998 0.2996 0.295 2676.0 0.0 True
39.81071705534978 23.886430233209865 2511.886431509582 69 0.2998 0.2996 0.295 3120.0 0.0 True
39.81071705534978 23.886430233209865 3162.2776601683795 69 0.2998 0.2996 0.295 3637.0 0.0 True
39.81071705534978 23.886430233209865 3981.0717055349733 69 0.2998 0.2996 0.295 4241.0 0.0 True
39.81071705534978 23.886430233209865 5011.872336272725 69 0.2998 0.2996 0.295 4944.0 0.0 True
39.81071705534978 23.886430233209865 6309.573444801937 69 0.2998 0.2996 0.295 5764.0 0.0 True
39.81071705534978 23.886430233209865 7943.282347242822 69 0.2998 0.2996 0.295 6721.0 0.0 True
39.81071705534978 23.886430233209865 10000.0 69 0.2998 0.2996 0.295 7836.0 0.0 True
