    0.0000  1  1    2.0000    3.3333    0.0000    0.0000    0.2085    0.3222    0.0121    0.0124    1.2179    2.0838  0.3518E+04  0.4814E+04  0.0000E+00  0.0000E+00  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.3990E+03  0.0000E+00
    0.2618  1  1    2.0000    3.3333    0.0000    0.0000    0.2085    0.3225    0.0121    0.0124    1.2179    2.0839  0.3517E+04  0.4808E+04 -0.4449E-12 -0.1787E-11  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.3990E+03  0.0000E+00
    0.5237  1  1    2.0000    3.3333    0.0000    0.0000    0.2086    0.3228    0.0121    0.0124    1.2179    2.0840  0.3516E+04  0.4802E+04 -0.4449E-12 -0.1788E-11  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.3990E+03  0.0000E+00
    0.7855  1  1    2.0000    3.3333    0.0000    0.0000    0.2086    0.3231    0.0121    0.0124    1.2180    2.0842  0.3515E+04  0.4796E+04 -0.4450E-12 -0.1787E-11  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.3990E+03  0.0000E+00
    1.0474  1  1    2.0000    3.3333    0.0000    0.0000    0.2087    0.3234    0.0121    0.0125    1.2180    2.0843  0.3515E+04  0.4790E+04 -0.4450E-12 -0.1787E-11  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.3990E+03  0.0000E+00
    1.3092  1  1    2.0000    3.3333    0.0000    0.0000    0.2087    0.3236    0.0121    0.0125    1.2180    2.0844  0.3514E+04  0.4784E+04 -0.4449E-12 -0.1787E-11  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.3990E+03  0.0000E+00
    1.5711  1  1    2.0000    3.3333    0.0000    0.0000    0.2087    0.3239    0.0121    0.0125    1.2181    2.0846  0.3513E+04  0.4777E+04 -0.4449E-12 -0.1787E-11  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.3990E+03  0.0000E+00
    1.8329  1  1    2.0000    3.3333    0.0000    0.0000    0.2088    0.3242    0.0121    0.0125    1.2181    2.0847  0.3512E+04  0.4771E+04 -0.4449E-12 -0.1789E-11  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.3990E+03  0.0000E+00
    2.0948  1  1    2.0000    3.3333    0.0000    0.0000    0.2088    0.3245    0.0121    0.0125    1.2181    2.0849  0.3512E+04  0.4766E+04 -0.4449E-12 -0.1792E-11  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.3990E+03  0.0000E+00
    2.3566  1  1    2.0000    3.3333    0.0000    0.0000    0.2089    0.3247    0.0121    0.0125    1.2181    2.0850  0.3511E+04  0.4760E+04 -0.4449E-12 -0.1792E-11  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.3990E+03  0.0000E+00
    2.6184  1  1    2.0000    3.3333    0.0000    0.0000    0.2089    0.3250    0.0121    0.0125    1.2182    2.0852  0.3510E+04  0.4754E+04 -0.4449E-12 -0.1792E-11  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.3990E+03  0.0000E+00
    2.8803  1  1    2.0000    3.3333    0.0000    0.0000    0.2090    0.3253    0.0121    0.0125    1.2182    2.0853  0.3509E+04  0.4748E+04 -0.4449E-12 -0.1792E-11  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.3990E+03  0.0000E+00
    3.1421  1  1    2.0000    3.3333    0.0000    0.0000    0.2090    0.3255    0.0121    0.0125    1.2182    2.0854  0.3509E+04  0.4742E+04 -0.4449E-12 -0.1792E-11  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.3990E+03  0.0000E+00
    3.4040  1  1    2.0000    3.3333    0.0000    0.0000    0.2091    0.3258    0.0121    0.0125    1.2183    2.0856  0.3508E+04  0.4736E+04 -0.4449E-12 -0.1792E-11  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.3990E+03  0.0000E+00
