    0.0000  1  1   13.4896   22.4827    0.0000    0.0000    0.6641    0.7894    0.0054    0.0057    4.1629    4.7810  0.2191E+04  0.1523E+04  0.0000E+00  0.0000E+00  0.1115E-08  0.6136E-09  0.6615E-02  0.4278E-02  0.2566E+04  0.0000E+00
    0.0079  1  1   13.4896   22.4822    0.0000    0.0000    0.6642    0.7897    0.0054    0.0057    4.1631    4.7813  0.2190E+04  0.1521E+04 -0.2971E-08 -0.6176E-07  0.1117E-08  0.6178E-09  0.6620E-02  0.4357E-02  0.2566E+04  0.0000E+00
    0.0158  1  1   13.4896   22.4817    0.0000    0.0000    0.6644    0.7901    0.0054    0.0057    4.1632    4.7815  0.2188E+04  0.1518E+04 -0.2972E-08 -0.6176E-07  0.1118E-08  0.6219E-09  0.6625E-02  0.4436E-02  0.2566E+04  0.0000E+00
    0.0237  1  1   13.4895   22.4812    0.0000    0.0000    0.6646    0.7904    0.0054    0.0057    4.1633    4.7818  0.2186E+04  0.1516E+04 -0.2971E-08 -0.6176E-07  0.1120E-08  0.6260E-09  0.6630E-02  0.4515E-02  0.2566E+04  0.0000E+00
    0.0317  1  1   13.4895   22.4807    0.0000    0.0000    0.6647    0.7907    0.0054    0.0057    4.1634    4.7820  0.2184E+04  0.1513E+04 -0.2971E-08 -0.6176E-07  0.1122E-08  0.6302E-09  0.6636E-02  0.4594E-02  0.2566E+04  0.0000E+00
    0.0396  1  1   13.4895   22.4802    0.0000    0.0000    0.6649    0.7911    0.0054    0.0057    4.1636    4.7823  0.2183E+04  0.1511E+04 -0.2971E-08 -0.6176E-07  0.1123E-08  0.6343E-09  0.6641E-02  0.4673E-02  0.2566E+04  0.0000E+00
    0.0475  1  1   13.4895   22.4797    0.0000    0.0000    0.6651    0.7914    0.0054    0.0057    4.1637    4.7825  0.2181E+04  0.1508E+04 -0.2971E-08 -0.6176E-07  0.1125E-08  0.6384E-09  0.6646E-02  0.4752E-02  0.2566E+04  0.0000E+00
    0.0554  1  1   13.4894   22.4792    0.0000    0.0000    0.6652    0.7917    0.0054    0.0057    4.1638    4.7828  0.2179E+04  0.1506E+04 -0.2971E-08 -0.6179E-07  0.1126E-08  0.6424E-09  0.6651E-02  0.4783E-02  0.2566E+04  0.0000E+00
    0.0633  1  1   13.4894   22.4788    0.0000    0.0000    0.6654    0.7920    0.0054    0.0057    4.1640    4.7830  0.2178E+04  0.1503E+04 -0.2971E-08 -0.6195E-07  0.1128E-08  0.6463E-09  0.6656E-02  0.4786E-02  0.2566E+04  0.0000E+00
    0.0712  1  1   13.4894   22.4783    0.0000    0.0000    0.6656    0.7923    0.0054    0.0057    4.1641    4.7833  0.2176E+04  0.1501E+04 -0.2971E-08 -0.6209E-07  0.1129E-08  0.6501E-09  0.6661E-02  0.4788E-02  0.2566E+04  0.0000E+00
    0.0792  1  1   13.4894   22.4778    0.0000    0.0000    0.6658    0.7926    0.0054    0.0057    4.1642    4.7835  0.2174E+04  0.1499E+04 -0.2971E-08 -0.6209E-07  0.1131E-08  0.6540E-09  0.6666E-02  0.4790E-02  0.2566E+04  0.0000E+00
    0.0871  1  1   13.4893   22.4773    0.0000    0.0000    0.6659    0.7930    0.0054    0.0057    4.1644    4.7838  0.2172E+04  0.1497E+04 -0.2972E-08 -0.6209E-07  0.1133E-08  0.6579E-09  0.6672E-02  0.4792E-02  0.2567E+04  0.0000E+00
