    0.0000  1  1    8.9997   10.0000    2.7868    3.2369    0.5438    0.5672    0.5023    0.5052    3.5911    3.7215  0.3054E+04  0.2855E+04  0.0000E+00  0.0000E+00  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.1883E+02  0.0000E+00
    0.0245  1  1    8.9997   10.0000    2.7868    3.2369    0.5438    0.5672    0.5022    0.5051    3.5911    3.7215  0.3039E+04  0.2838E+04  0.0000E+00  0.0000E+00  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.1883E+02  0.0000E+00
    0.0490  1  1    8.9997   10.0000    2.7868    3.2369    0.5438    0.5672    0.5020    0.5049    3.5911    3.7215  0.3024E+04  0.2821E+04  0.0000E+00  0.0000E+00  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.1884E+02  0.0000E+00
    0.0735  1  1    8.9997   10.0000    2.7868    3.2369    0.5438    0.5672    0.5019    0.5048    3.5911    3.7215  0.3009E+04  0.2804E+04  0.0000E+00  0.0000E+00  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.1884E+02  0.0000E+00
    0.0980  1  1    8.9997   10.0000    2.7868    3.2369    0.5438    0.5672    0.5017    0.5046    3.5911    3.7215  0.2994E+04  0.2787E+04 -0.3150E-19  0.3908E-20  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.1885E+02  0.0000E+00
    0.1225  1  1    8.9997   10.0000    2.7868    3.2369    0.5438    0.5672    0.5016    0.5045    3.5911    3.7215  0.2979E+04  0.2771E+04  0.0000E+00  0.0000E+00  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.1886E+02  0.0000E+00
    0.1470  1  1    8.9997   10.0000    2.7868    3.2369    0.5438    0.5672    0.5014    0.5043    3.5911    3.7215  0.2964E+04  0.2755E+04  0.0000E+00  0.0000E+00  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.1886E+02  0.0000E+00
    0.1715  1  1    8.9997   10.0000    2.7868    3.2369    0.5438    0.5672    0.5013    0.5042    3.5911    3.7215  0.2950E+04  0.2739E+04  0.0000E+00  0.0000E+00  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.1887E+02  0.0000E+00
    0.1960  1  1    8.9997   10.0000    2.7868    3.2369    0.5438    0.5672    0.5011    0.5040    3.5911    3.7215  0.2936E+04  0.2723E+04  0.0000E+00  0.0000E+00  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.1887E+02  0.0000E+00
    0.2204  1  1    8.9997   10.0000    2.7868    3.2369    0.5438    0.5672    0.5010    0.5039    3.5911    3.7215  0.2922E+04  0.2707E+04  0.0000E+00  0.0000E+00  0.1000E-09  0.1000E-09  0.1000E-09  0.1000E-09  0.1888E+02  0.0000E+00
