primary_mass period seperation pri_state sec_state case
10.0 1.0 0.0 14.0 15.0 12
10.0 1.2589254117941673 0.0 14.0 15.0 12
10.0 1.5848931924611136 0.0 14.0 15.0 12
10.0 1.99526231496888 0.0 13.0 11.0 10
10.0 2.51188643150958 0.0 13.0 11.0 10
10.0 3.1622776601683795 0.0 13.0 11.0 10
10.0 3.981071705534973 0.0 13.0 12.0 10
10.0 5.011872336272724 0.0 13.0 15.0 12
10.0 6.309573444801933 0.0 13.0 15.0 12
10.0 7.943282347242816 0.0 13.0 15.0 12
10.0 10.0 0.0 13.0 15.0 12
10.0 12.589254117941676 0.0 13.0 15.0 12
10.0 15.848931924611142 0.0 13.0 13.0 9
10.0 19.9526231496888 0.0 13.0 13.0 9
10.0 25.11886431509581 0.0 13.0 13.0 9
10.0 31.622776601683796 0.0 13.0 13.0 9
10.0 39.81071705534973 0.0 13.0 13.0 9
10.0 50.11872336272725 0.0 13.0 13.0 9
10.0 63.09573444801933 0.0 13.0 13.0 9
10.0 79.43282347242817 0.0 13.0 13.0 9
10.0 100.0 0.0 13.0 13.0 9
10.0 125.89254117941675 0.0 13.0 13.0 9
10.0 158.48931924611142 0.0 13.0 13.0 9
10.0 199.52623149688807 0.0 13.0 13.0 9
10.0 251.18864315095823 0.0 13.0 13.0 9
10.0 316.227766016838 0.0 13.0 13.0 9
10.0 398.1071705534973 1089.0 13.0 13.0 3
10.0 501.18723362727246 816.0 13.0 14.0 2
10.0 630.9573444801937 988.3 13.0 14.0 2
10.0 794.3282347242822 1015.0 13.0 14.0 2
10.0 1000.0 934.9 13.0 14.0 2
10.0 1258.9254117941675 0.0 13.0 14.0 8
10.0 1584.893192461114 0.0 13.0 14.0 8
10.0 1995.262314968881 0.0 13.0 14.0 8
10.0 2511.886431509582 0.0 13.0 14.0 8
10.0 3162.2776601683795 0.0 13.0 14.0 8
10.0 3981.071705534973 0.0 13.0 14.0 8
10.0 5011.872336272725 0.0 13.0 14.0 8
10.0 6309.573444801937 0.0 13.0 14.0 8
10.0 7943.282347242822 0.0 13.0 14.0 8
10.23292992280754 1.0 0.0 14.0 15.0 12
10.23292992280754 1.2589254117941673 0.0 14.0 15.0 12
10.23292992280754 1.5848931924611136 0.0 14.0 15.0 12
10.23292992280754 1.99526231496888 0.0 13.0 11.0 10
10.23292992280754 2.51188643150958 0.7616 13.0 11.0 4
